,date,open_p,high_p,low_p,close_p,prd_vlm,open_int
0,2019-11-01,119.171875,119.328125,118.921875,119.0390625,0.0,0.0
1,2019-10-31,118.796875,119.265625,118.65625,119.203125,1320518.0,4447919.0
2,2019-10-30,118.546875,118.8125,118.4375,118.6484375,914350.0,4409236.0
3,2019-10-29,118.5234375,118.625,118.4375,118.5546875,598888.0,4401366.0
4,2019-10-28,118.734375,118.734375,118.4375,118.515625,578324.0,4405938.0
5,2019-10-25,118.9453125,118.984375,118.609375,118.7109375,746616.0,4395957.0
6,2019-10-24,118.921875,119.0546875,118.8203125,118.9140625,671017.0,4361009.0
7,2019-10-23,118.953125,119.1015625,118.875,118.9375,593007.0,4328221.0
8,2019-10-22,118.8203125,118.9609375,118.7265625,118.90625,531306.0,4290704.0
9,2019-10-21,119.1015625,119.140625,118.7890625,118.8515625,423495.0,4284735.0
10,2019-10-18,118.9609375,119.140625,118.8828125,119.0625,501697.0,4272567.0
11,2019-10-17,119.0390625,119.140625,118.7421875,118.9453125,762991.0,4282735.0
12,2019-10-16,118.875,119.1484375,118.8515625,119.015625,751671.0,4281765.0
13,2019-10-15,119.1484375,119.328125,118.8203125,118.859375,824755.0,4301750.0
14,2019-10-14,119.046875,119.3671875,119.0078125,119.1015625,237604.0,4316565.0
15,2019-10-11,119.40625,119.5078125,118.8671875,118.9609375,1300246.0,4341076.0
16,2019-10-10,119.828125,120.0859375,119.3828125,119.4453125,1065566.0,4335078.0
17,2019-10-09,120.0546875,120.1171875,119.7734375,119.78125,742908.0,4333746.0
18,2019-10-08,119.8984375,120.1953125,119.71875,120.046875,923071.0,4282402.0
19,2019-10-07,120.203125,120.2578125,119.8359375,119.90625,666683.0,4267078.0
20,2019-10-04,120.1484375,120.40625,119.9765625,120.203125,1041777.0,4274166.0
21,2019-10-03,119.71875,120.296875,119.71875,120.1875,1317295.0,4280353.0
22,2019-10-02,119.4375,119.828125,119.3203125,119.7578125,1129153.0,4198614.0
23,2019-10-01,119.1640625,119.5625,118.78125,119.4140625,1131390.0,4170761.0
24,2019-09-30,119.0859375,119.1796875,118.9765625,119.1484375,802209.0,4149985.0
25,2019-09-27,119.0703125,119.203125,118.8984375,119.1953125,728547.0,4152136.0
26,2019-09-26,118.8984375,119.1640625,118.890625,119.09375,844966.0,4122999.0
27,2019-09-25,119.265625,119.375,118.8828125,118.9140625,1051880.0,4122910.0
28,2019-09-24,118.90625,119.4140625,118.8671875,119.3671875,985956.0,4106562.0
29,2019-09-23,118.8359375,119.171875,118.6875,118.9609375,763713.0,4089155.0
30,2019-09-20,118.671875,118.90625,118.5859375,118.734375,867074.0,4113470.0
31,2019-09-19,118.5703125,118.796875,118.46875,118.7265625,989178.0,4071396.0
32,2019-09-18,118.640625,118.953125,118.4921875,118.6328125,1032776.0,4047552.0
33,2019-09-17,118.453125,118.6484375,118.375,118.6015625,1092710.0,4066695.0
34,2019-09-16,118.296875,118.46875,118.234375,118.4140625,931727.0,4055874.0
35,2019-09-13,118.71875,118.75,118.09375,118.140625,1135293.0,4077497.0
36,2019-09-12,118.9609375,119.21875,118.625,118.640625,1242464.0,4090449.0
37,2019-09-11,118.9453125,119.0546875,118.875,118.953125,883990.0,4107720.0
38,2019-09-10,119.421875,119.5,118.875,119.0703125,1081284.0,4096640.0
39,2019-09-09,119.78125,119.8046875,119.390625,119.5078125,721077.0,4097495.0
40,2019-09-06,119.7890625,119.8984375,119.4765625,119.828125,958776.0,4052016.0
41,2019-09-05,120.3359375,120.3515625,119.609375,119.765625,1252013.0,4022663.0
42,2019-09-04,120.265625,120.40625,120.140625,120.3828125,859357.0,4012954.0
43,2019-09-03,120.0390625,120.390625,119.859375,120.2421875,1090727.0,4044785.0
44,2019-08-30,119.9296875,120.0234375,119.7578125,119.9765625,888475.0,3983239.0
45,2019-08-29,120.1015625,120.1875,119.8046875,119.8828125,762132.0,212664.0
46,2019-08-28,120.03125,120.171875,119.9375,120.078125,2014029.0,501442.0
47,2019-08-27,119.8515625,120.046875,119.8203125,119.9609375,2909755.0,1366825.0
48,2019-08-26,120.0625,120.2890625,119.7578125,119.78125,2195446.0,2534314.0
49,2019-08-23,119.4609375,120.0078125,119.265625,119.890625,2094599.0,3199337.0
50,2019-08-22,119.609375,119.7578125,119.421875,119.5078125,1316559.0,3692506.0
51,2019-08-21,119.8359375,119.84375,119.5859375,119.640625,1055166.0,3937303.0
52,2019-08-20,119.640625,119.953125,119.6328125,119.8203125,915577.0,4119318.0
53,2019-08-19,119.90625,119.90625,119.609375,119.6953125,739344.0,4122469.0
54,2019-08-16,119.859375,119.9765625,119.6328125,119.9375,941159.0,4143355.0
55,2019-08-15,119.5234375,120.0625,119.4453125,119.875,1500772.0,4174044.0
56,2019-08-14,119.1328125,119.6875,119.1171875,119.5703125,1265142.0,4249841.0
57,2019-08-13,119.59375,119.7421875,119.109375,119.203125,1532291.0,4284419.0
58,2019-08-12,119.296875,119.6953125,119.234375,119.6640625,685732.0,4353996.0
59,2019-08-09,119.4921875,119.6484375,119.2109375,119.3125,744618.0,4383677.0
60,2019-08-08,119.390625,119.5234375,119.171875,119.453125,1135760.0,4379882.0
61,2019-08-07,119.546875,120.0390625,119.3828125,119.625,1666953.0,4420774.0
62,2019-08-06,119.609375,119.75,119.234375,119.421875,1286748.0,4432329.0
63,2019-08-05,118.859375,119.5390625,118.828125,119.4765625,1543818.0,4448101.0
64,2019-08-02,118.6953125,119.015625,118.6015625,118.8359375,1437347.0,4426926.0
65,2019-08-01,118.0625,118.921875,117.859375,118.828125,2083407.0,4461593.0
66,2019-07-31,118.0703125,118.234375,117.6875,117.9921875,1469274.0,4411159.0
67,2019-07-30,118.046875,118.1796875,118.0,118.0546875,833409.0,4438962.0
68,2019-07-29,118.0546875,118.1484375,118.03125,118.1171875,545095.0,4363771.0
69,2019-07-26,118.0,118.078125,117.859375,117.9765625,684338.0,4375426.0
70,2019-07-25,118.21875,118.375,117.9375,118.0234375,1018389.0,4397826.0
71,2019-07-24,118.1015625,118.328125,118.1015625,118.1953125,725062.0,4419996.0
72,2019-07-23,118.265625,118.28125,118.109375,118.15625,562951.0,4424722.0
73,2019-07-22,118.2265625,118.3359375,118.1171875,118.2890625,545181.0,4416996.0
74,2019-07-19,118.4296875,118.4921875,118.140625,118.25,863420.0,4409588.0
75,2019-07-18,118.21875,118.4609375,118.0859375,118.3515625,996240.0,4434003.0
76,2019-07-17,117.96875,118.2578125,117.9296875,118.1484375,650575.0,4429590.0
77,2019-07-16,118.0859375,118.109375,117.8046875,117.90625,780815.0,4407036.0
78,2019-07-15,117.9765625,118.09375,117.8828125,118.0703125,515550.0,4403173.0
79,2019-07-12,117.8828125,118.0546875,117.84375,118.03125,753314.0,4390877.0
80,2019-07-11,118.1875,118.3046875,117.8125,117.9453125,1244261.0,4375396.0
81,2019-07-10,117.9453125,118.2578125,117.75,118.1796875,1326842.0,4366723.0
82,2019-07-09,118.046875,118.125,117.890625,117.984375,798919.0,4342530.0
83,2019-07-08,118.125,118.2890625,118.015625,118.109375,744377.0,4359736.0
84,2019-07-05,118.671875,118.7578125,118.03125,118.1171875,1154312.0,4411093.0
85,2019-07-03,118.65625,118.8125,118.6171875,118.6484375,696223.0,4398502.0
86,2019-07-02,118.4375,118.671875,118.4140625,118.6328125,692664.0,4440011.0
87,2019-07-01,118.359375,118.5859375,118.2890625,118.40625,915636.0,4426604.0
88,2019-06-28,118.5546875,118.6171875,118.453125,118.59375,897259.0,4475166.0
89,2019-06-27,118.421875,118.6171875,118.2421875,118.59375,848723.0,4529538.0
90,2019-06-26,118.765625,118.765625,118.3828125,118.390625,989467.0,4492114.0
91,2019-06-25,118.640625,118.84375,118.5703125,118.734375,1078981.0,4445010.0
92,2019-06-24,118.4453125,118.671875,118.3828125,118.625,635820.0,4435736.0
93,2019-06-21,118.484375,118.609375,118.2890625,118.3671875,1007481.0,4463463.0
94,2019-06-20,118.578125,118.8203125,118.3671875,118.6875,1578516.0,4544261.0
95,2019-06-19,118.2265625,118.59375,117.984375,118.5546875,1433323.0,4495739.0
96,2019-06-18,118.1171875,118.5,118.0859375,118.21875,1132459.0,4455115.0
97,2019-06-17,118.2265625,118.2265625,118.03125,118.15625,578610.0,4460833.0
98,2019-06-14,118.2109375,118.421875,118.0625,118.1640625,898314.0,4449902.0
99,2019-06-13,118.0546875,118.3125,118.0078125,118.265625,716958.0,4444411.0
100,2019-06-12,117.84375,118.109375,117.8359375,118.0234375,948842.0,4440304.0
101,2019-06-11,117.8359375,117.90625,117.703125,117.8828125,748195.0,4433044.0
102,2019-06-10,117.859375,118.0546875,117.8125,117.875,793478.0,4430737.0
103,2019-06-07,118.0234375,118.4765625,117.9375,118.140625,1190828.0,4446090.0
104,2019-06-06,118.078125,118.28125,117.9296875,118.0078125,1236981.0,4504722.0
105,2019-06-05,117.953125,118.453125,117.8984375,118.1328125,1485251.0,4535031.0
106,2019-06-04,118.2578125,118.328125,117.828125,118.0390625,1258234.0,4548300.0
107,2019-06-03,117.7890625,118.3515625,117.7734375,118.2109375,1527837.0,4575775.0
