,date,open_p,high_p,low_p,close_p,prd_vlm,open_int
73,2019-07-22,7851.0,7957.5,7847.25,7945.75,355209,225055
74,2019-07-19,7971.5,8001.75,7836.25,7863.75,438469,223251
75,2019-07-18,7889.0,7975.75,7854.0,7954.5,413722,224491
76,2019-07-17,7960.75,7987.25,7889.0,7906.5,303890,219579
77,2019-07-16,8003.75,8022.5,7945.0,7963.75,303702,215066
78,2019-07-15,7979.25,8013.0,7962.25,8007.75,247176,211742
79,2019-07-12,7938.25,7988.5,7932.75,7981.0,299817,213028
80,2019-07-11,7945.25,7984.25,7915.25,7939.75,407894,210331
81,2019-07-10,7869.0,7970.5,7832.25,7949.75,442842,212794
82,2019-07-09,7823.25,7879.75,7764.0,7866.25,346314,209995
83,2019-07-08,7876.0,7884.5,7798.5,7822.0,342228,209976
84,2019-07-05,7908.75,7930.75,7818.25,7872.5,375287,208869
85,2019-07-03,7861.25,7913.75,7845.5,7908.5,209604,209387
86,2019-07-02,7813.5,7864.25,7784.0,7859.25,297574,208395
87,2019-07-01,7802.5,7870.75,7780.0,7811.0,406594,210122
88,2019-06-28,7706.25,7747.0,7685.0,7714.75,310126,211520
89,2019-06-27,7662.0,7737.5,7661.75,7711.5,300152,213676
90,2019-06-26,7654.0,7740.0,7637.25,7671.0,376979,213713
91,2019-06-25,7774.0,7800.5,7630.5,7649.75,424811,216322
92,2019-06-24,7765.5,7815.25,7752.75,7779.75,260978,206784
93,2019-06-21,7783.75,7824.5,7747.0,7772.5,379078,207052
94,2019-06-20,7717.25,7842.0,7713.75,7793.75,500886,202748
95,2019-06-19,7689.0,7734.5,7651.0,7723.0,409721,186129
